Кабардино-Балкарская Республика	 17008	96	 1297	 15427	 284
Карачаево-Черкесская Республика	 16140	82	 1560	 14537	 43
Костромская область	 15898	68	 3649	 12001	 248
Республика Калмыкия	 15880	86	 2395	 13269	 216
Республика Тыва	 15015	22	 1018	 13827	 170
Республика Мордовия	 14517	83	 2369	 12043	 105
Республика Алтай	 14377	24	 929	 13340	 108
Республика Татарстан	 14362	89	 3090	 11061	 211
Курганская область	 13267	101	 1481	 11586	 200
Республика Северная Осетия — Алания	 13013	81	 1357	 11555	 101
Республика Ингушетия	 12991	80	 1694	 11148	 149
Республика Адыгея	 11936	69	 1954	 9880	 102
Камчатский край	 10998	72	 1294	 9622	 82
Чеченская Республика	 9811	85	 3124	 6589	 98
Республика Марий Эл	 9787	49	 1153	 8503	 131
Севастополь	 7846	93	 479	 7076	 291
Магаданская область	 7376	25	 387	 6918	 71
Еврейская автономная область	 3922	14	 654	 3190	 78
Ненецкий автономный округ	 819	1	 99	 720	 0
Чукотский автономный округ	 558	2	 53	 501	 4Москва	 867215	5001	 146550	 708568	 12097
Санкт-Петербург	 281770	2731	 103735	 169547	 8488
Московская область	 170807	1083	 38049	 129621	 3137
Нижегородская область	 75355	442	 5828	 67693	 1834
Свердловская область	 63261	361	 5878	 55665	 1718
Ростовская область	 56349	394	 7641	 46466	 2242
Воронежская область	 50888	391	 4336	 45268	 1284
Красноярский край	 50334	315	 2447	 46000	 1887
Архангельская область	 46439	243	 8470	 37515	 454
Ханты-Мансийский АО	 43715	205	 3123	 40001	 591
Иркутская область	 43694	263	 4255	 38073	 1366
Ульяновская область	 39369	245	 3016	 35879	 474
Мурманская область	 39026	237	 3681	 34645	 700
Хабаровский край	 38881	302	 4408	 34266	 207
Волгоградская область	 38561	260	 1405	 36637	 519
Саратовская область	 38443	254	 5058	 32936	 449
Челябинская область	 38278	291	 12786	 24888	 604
Ставропольский край	 37991	243	 3296	 33882	 813
Алтайский край	 35357	197	 1659	 32710	 988
Самарская область	 34880	278	 2119	 32048	 713
Пермский край	 34236	287	 5406	 27576	 1254
Ямало-Ненецкий автономный округ	 33841	121	 5961	 27521	 359
Республика Коми	 33153	210	 1256	 31272	 625
Омская область	 33130	241	 2300	 29867	 963
Приморский край	 32082	233	 8187	 23469	 426
Республика Карелия	 30879	176	 5407	 25284	 188
Оренбургская область	 30838	169	 3222	 27223	 393
Забайкальский край	 30067	230	 1695	 27959	 413
Краснодарский край	 29986	196	 8508	 20365	 1113
Новосибирская область	 29612	136	 2411	 26137	 1064
Пензенская область	 28446	195	 5340	 22764	 342
Кировская область	 28405	228	 6044	 22118	 243
Республика Крым	 27967	184	 5140	 22222	 605
Республика Саха (Якутия)	 27959	123	 2141	 25412	 406
Республика Бурятия	 27552	149	 2001	 24925	 626
Кемеровская область	 27257	111	 2322	 24444	 491
Вологодская область	 27153	303	 4134	 22541	 478
Ленинградская область	 26447	218	 2486	 23648	 313
Томская область	 26127	135	 3375	 22521	 231
Псковская область	 26039	229	 11951	 13981	 107
Брянская область	 25494	182	 2272	 23004	 218
Республика Дагестан	 25361	156	 2197	 22003	 1161
Тульская область	 25284	206	 2042	 22370	 872
Тюменская область	 25242	155	 1338	 23689	 215
Тверская область	 25001	226	 4490	 20037	 474
Ярославская область	 24565	190	 1242	 23081	 242
Белгородская область	 24043	176	 2361	 21397	 285
Орловская область	 23453	178	 2469	 20689	 295
Ивановская область	 23452	178	 4699	 18144	 609
Калужская область	 23012	162	 1847	 20972	 193
Курская область	 22880	170	 2464	 20094	 322
Удмуртская Республика	 22111	189	 3235	 18452	 424
Республика Башкортостан	 21068	167	 5057	 15852	 159
Астраханская область	 21065	171	 7002	 13630	 433
Новгородская область	 20716	181	 5666	 14951	 99
Владимирская область	 20566	157	 2047	 17967	 552
Калининградская область	 20250	200	 1671	 18380	 199
Рязанская область	 19727	122	 1629	 17908	 190
Тамбовская область	 19569	157	 2125	 17230	 214
Смоленская область	 18939	156	 4064	 14518	 357
Республика Хакасия	 18710	105	 2603	 15796	 311
Липецкая область	 18021	168	 4564	 13151	 306
Республика Чувашия	 17545	90	 1044	 15847	 654
Сахалинская область	 17431	141	 2971	 14442	 18
Амурская область	 17388	119	 1807	 15476	 105
Кабардино-Балкарская Республика	 17008	96	 1297	 15427	 284
Карачаево-Черкесская Республика	 16140	82	 1560	 14537	 43
Костромская область	 15898	68	 3649	 12001	 248
Республика Калмыкия	 15880	86	 2395	 13269	 216
Республика Тыва	 15015	22	 1018	 13827	 170
Республика Мордовия	 14517	83	 2369	 12043	 105
Республика Алтай	 14377	24	 929	 13340	 108
Республика Татарстан	 14362	89	 3090	 11061	 211
Курганская область	 13267	101	 1481	 11586	 200
Республика Северная Осетия — Алания	 13013	81	 1357	 11555	 101
Республика Ингушетия	 12991	80	 1694	 11148	 149
Республика Адыгея	 11936	69	 1954	 9880	 102
Камчатский край	 10998	72	 1294	 9622	 82
Чеченская Республика	 9811	85	 3124	 6589	 98
Республика Марий Эл	 9787	49	 1153	 8503	 131
Севастополь	 7846	93	 479	 7076	 291
Магаданская область	 7376	25	 387	 6918	 71
Еврейская автономная область	 3922	14	 654	 3190	 78
Ненецкий автономный округ	 819	1	 99	 720	 0
Чукотский автономный округ	 558	2	 53	 501	 4Москва	 867215	5001	 146550	 708568	 12097
Санкт-Петербург	 281770	2731	 103735	 169547	 8488
Московская область	 170807	1083	 38049	 129621	 3137
Нижегородская область	 75355	442	 5828	 67693	 1834
Свердловская область	 63261	361	 5878	 55665	 1718
Ростовская область	 56349	394	 7641	 46466	 2242
Воронежская область	 50888	391	 4336	 45268	 1284
Красноярский край	 50334	315	 2447	 46000	 1887
Архангельская область	 46439	243	 8470	 37515	 454
Ханты-Мансийский АО	 43715	205	 3123	 40001	 591
Иркутская область	 43694	263	 4255	 38073	 1366
Ульяновская область	 39369	245	 3016	 35879	 474
Мурманская область	 39026	237	 3681	 34645	 700
Хабаровский край	 38881	302	 4408	 34266	 207
Волгоградская область	 38561	260	 1405	 36637	 519
Саратовская область	 38443	254	 5058	 32936	 449
Челябинская область	 38278	291	 12786	 24888	 604
Ставропольский край	 37991	243	 3296	 33882	 813
Алтайский край	 35357	197	 1659	 32710	 988
Самарская область	 34880	278	 2119	 32048	 713
Пермский край	 34236	287	 5406	 27576	 1254
Ямало-Ненецкий автономный округ	 33841	121	 5961	 27521	 359
Республика Коми	 33153	210	 1256	 31272	 625
Омская область	 33130	241	 2300	 29867	 963
Приморский край	 32082	233	 8187	 23469	 426
Республика Карелия	 30879	176	 5407	 25284	 188
Оренбургская область	 30838	169	 3222	 27223	 393
Забайкальский край	 30067	230	 1695	 27959	 413
Краснодарский край	 29986	196	 8508	 20365	 1113
Новосибирская область	 29612	136	 2411	 26137	 1064
Пензенская область	 28446	195	 5340	 22764	 342
Кировская область	 28405	228	 6044	 22118	 243
Республика Крым	 27967	184	 5140	 22222	 605
Республика Саха (Якутия)	 27959	123	 2141	 25412	 406
Республика Бурятия	 27552	149	 2001	 24925	 626
Кемеровская область	 27257	111	 2322	 24444	 491
Вологодская область	 27153	303	 4134	 22541	 478
Ленинградская область	 26447	218	 2486	 23648	 313
Томская область	 26127	135	 3375	 22521	 231
Псковская область	 26039	229	 11951	 13981	 107
Брянская область	 25494	182	 2272	 23004	 218
Республика Дагестан	 25361	156	 2197	 22003	 1161
Тульская область	 25284	206	 2042	 22370	 872
Тюменская область	 25242	155	 1338	 23689	 215
Тверская область	 25001	226	 4490	 20037	 474
Ярославская область	 24565	190	 1242	 23081	 242
Белгородская область	 24043	176	 2361	 21397	 285
Орловская область	 23453	178	 2469	 20689	 295
Ивановская область	 23452	178	 4699	 18144	 609
Калужская область	 23012	162	 1847	 20972	 193
Курская область	 22880	170	 2464	 20094	 322
Удмуртская Республика	 22111	189	 3235	 18452	 424
Республика Башкортостан	 21068	167	 5057	 15852	 159
Астраханская область	 21065	171	 7002	 13630	 433
Новгородская область	 20716	181	 5666	 14951	 99
Владимирская область	 20566	157	 2047	 17967	 552
Калининградская область	 20250	200	 1671	 18380	 199
Рязанская область	 19727	122	 1629	 17908	 190
Тамбовская область	 19569	157	 2125	 17230	 214
Смоленская область	 18939	156	 4064	 14518	 357
Республика Хакасия	 18710	105	 2603	 15796	 311
Липецкая область	 18021	168	 4564	 13151	 306
Республика Чувашия	 17545	90	 1044	 15847	 654
Сахалинская область	 17431	141	 2971	 14442	 18
Амурская область	 17388	119	 1807	 15476	 105
Кабардино-Балкарская Республика	 17008	96	 1297	 15427	 284
Карачаево-Черкесская Республика	 16140	82	 1560	 14537	 43
Костромская область	 15898	68	 3649	 12001	 248
Республика Калмыкия	 15880	86	 2395	 13269	 216
Республика Тыва	 15015	22	 1018	 13827	 170
Республика Мордовия	 14517	83	 2369	 12043	 105
Республика Алтай	 14377	24	 929	 13340	 108
Республика Татарстан	 14362	89	 3090	 11061	 211
Курганская область	 13267	101	 1481	 11586	 200
Республика Северная Осетия — Алания	 13013	81	 1357	 11555	 101
Республика Ингушетия	 12991	80	 1694	 11148	 149
Республика Адыгея	 11936	69	 1954	 9880	 102
Камчатский край	 10998	72	 1294	 9622	 82
Чеченская Республика	 9811	85	 3124	 6589	 98
Республика Марий Эл	 9787	49	 1153	 8503	 131
Севастополь	 7846	93	 479	 7076	 291
Магаданская область	 7376	25	 387	 6918	 71
Еврейская автономная область	 3922	14	 654	 3190	 78
Ненецкий автономный округ	 819	1	 99	 720	 0
Чукотский автономный округ	 558	2	 53	 501	 4Москва	 867215	5001	 146550	 708568	 12097
Санкт-Петербург	 281770	2731	 103735	 169547	 8488
Московская область	 170807	1083	 38049	 129621	 3137
Нижегородская область	 75355	442	 5828	 67693	 1834
Свердловская область	 63261	361	 5878	 55665	 1718
Ростовская область	 56349	394	 7641	 46466	 2242
Воронежская область	 50888	391	 4336	 45268	 1284
Красноярский край	 50334	315	 2447	 46000	 1887
Архангельская область	 46439	243	 8470	 37515	 454
Ханты-Мансийский АО	 43715	205	 3123	 40001	 591
Иркутская область	 43694	263	 4255	 38073	 1366
Ульяновская область	 39369	245	 3016	 35879	 474
Мурманская область	 39026	237	 3681	 34645	 700
Хабаровский край	 38881	302	 4408	 34266	 207
Волгоградская область	 38561	260	 1405	 36637	 519
Саратовская область	 38443	254	 5058	 32936	 449
Челябинская область	 38278	291	 12786	 24888	 604
Ставропольский край	 37991	243	 3296	 33882	 813
Алтайский край	 35357	197	 1659	 32710	 988
Самарская область	 34880	278	 2119	 32048	 713
Пермский край	 34236	287	 5406	 27576	 1254
Ямало-Ненецкий автономный округ	 33841	121	 5961	 27521	 359
Республика Коми	 33153	210	 1256	 31272	 625
Омская область	 33130	241	 2300	 29867	 963
Приморский край	 32082	233	 8187	 23469	 426
Республика Карелия	 30879	176	 5407	 25284	 188
Оренбургская область	 30838	169	 3222	 27223	 393
Забайкальский край	 30067	230	 1695	 27959	 413
Краснодарский край	 29986	196	 8508	 20365	 1113
Новосибирская область	 29612	136	 2411	 26137	 1064
Пензенская область	 28446	195	 5340	 22764	 342
Кировская область	 28405	228	 6044	 22118	 243
Республика Крым	 27967	184	 5140	 22222	 605
Республика Саха (Якутия)	 27959	123	 2141	 25412	 406
Республика Бурятия	 27552	149	 2001	 24925	 626
Кемеровская область	 27257	111	 2322	 24444	 491
Вологодская область	 27153	303	 4134	 22541	 478
Ленинградская область	 26447	218	 2486	 23648	 313
Томская область	 26127	135	 3375	 22521	 231
Псковская область	 26039	229	 11951	 13981	 107
Брянская область	 25494	182	 2272	 23004	 218
Республика Дагестан	 25361	156	 2197	 22003	 1161
Тульская область	 25284	206	 2042	 22370	 872
Тюменская область	 25242	155	 1338	 23689	 215
Тверская область	 25001	226	 4490	 20037	 474
Ярославская область	 24565	190	 1242	 23081	 242
Белгородская область	 24043	176	 2361	 21397	 285
Орловская область	 23453	178	 2469	 20689	 295
Ивановская область	 23452	178	 4699	 18144	 609
Калужская область	 23012	162	 1847	 20972	 193
Курская область	 22880	170	 2464	 20094	 322
Удмуртская Республика	 22111	189	 3235	 18452	 424
Республика Башкортостан	 21068	167	 5057	 15852	 159
Астраханская область	 21065	171	 7002	 13630	 433
Новгородская область	 20716	181	 5666	 14951	 99
Владимирская область	 20566	157	 2047	 17967	 552
Калининградская область	 20250	200	 1671	 18380	 199
Рязанская область	 19727	122	 1629	 17908	 190
Тамбовская область	 19569	157	 2125	 17230	 214
Смоленская область	 18939	156	 4064	 14518	 357
Республика Хакасия	 18710	105	 2603	 15796	 311
Липецкая область	 18021	168	 4564	 13151	 306
Республика Чувашия	 17545	90	 1044	 15847	 654
Сахалинская область	 17431	141	 2971	 14442	 18
Амурская область	 17388	119	 1807	 15476	 105
Кабардино-Балкарская Республика	 17008	96	 1297	 15427	 284
Карачаево-Черкесская Республика	 16140	82	 1560	 14537	 43
Костромская область	 15898	68	 3649	 12001	 248
Республика Калмыкия	 15880	86	 2395	 13269	 216
Республика Тыва	 15015	22	 1018	 13827	 170
Республика Мордовия	 14517	83	 2369	 12043	 105
Республика Алтай	 14377	24	 929	 13340	 108
Республика Татарстан	 14362	89	 3090	 11061	 211
Курганская область	 13267	101	 1481	 11586	 200
Республика Северная Осетия — Алания	 13013	81	 1357	 11555	 101
Республика Ингушетия	 12991	80	 1694	 11148	 149
Республика Адыгея	 11936	69	 1954	 9880	 102
Камчатский край	 10998	72	 1294	 9622	 82
Чеченская Республика	 9811	85	 3124	 6589	 98
Республика Марий Эл	 9787	49	 1153	 8503	 131
Севастополь	 7846	93	 479	 7076	 291
Магаданская область	 7376	25	 387	 6918	 71
Еврейская автономная область	 3922	14	 654	 3190	 78
Ненецкий автономный округ	 819	1	 99	 720	 0
Чукотский автономный округ	 558	2	 53	 501	 4
